CustomerKey,Amount,Frequency,Recency
20073,"$1,170.48 ",1,967
20075,"$3,399.99 ",1,1490
20082,$137.54 ,2,722
20084,$63.15 ,2,762
20089,$4.99 ,1,897
20091,$562.96 ,1,770
20098,$68.49 ,1,803
20100,$39.98 ,1,742
20107,$69.99 ,1,890
20109,"$1,155.48 ",1,958
20114,$78.98 ,1,944
20116,$119.98 ,1,1032
20123,$132.97 ,1,812
20125,$119.98 ,1,946
20132,$69.97 ,1,934
20134,$148.98 ,1,704
20139,$69.99 ,1,971
20141,$3.99 ,1,783
20148,$6.28 ,1,1020
20150,"$3,264.02 ",2,998
20157,"$4,118.26 ",2,1057
20159,"$4,167.23 ",2,1057
20164,"$3,150.40 ",2,834
20166,"$1,967.45 ",2,1000
20173,"$3,181.33 ",2,991
20175,"$1,214.46 ",1,905
20182,"$5,749.97 ",2,786
20184,$123.98 ,1,979
20189,$4.99 ,1,837
20191,"$1,143.46 ",1,916
20198,"$1,174.48 ",1,931
20200,"$2,479.94 ",1,1067
20207,"$1,134.47 ",1,932
20209,"$3,268.55 ",2,812
20214,"$5,304.25 ",2,919
20216,"$5,338.74 ",2,940
20223,$187.38 ,2,733
20225,"$6,056.61 ",2,928
20232,$91.95 ,1,931
20234,$32.28 ,1,1041
20239,"$6,093.20 ",2,925
20241,"$5,347.23 ",2,894
20248,$69.97 ,1,735
20250,$37.27 ,1,987
20257,$21.49 ,1,706
20259,"$6,029.57 ",2,895
20264,"$5,333.25 ",2,891
20266,$60.47 ,1,985
20268,$21.49 ,1,799
20273,$39.98 ,1,824
20275,$133.49 ,1,717
20282,$37.27 ,1,909
20759,$77.96 ,1,924
20761,$22.93 ,1,958
20766,$14.98 ,1,1007
20768,"$1,170.48 ",1,833
20775,$9.99 ,1,718
20777,$9.99 ,1,721
20782,"$1,197.41 ",1,842
20784,$9.99 ,1,707
20786,$14.98 ,1,805
20791,$9.99 ,1,943
20793,"$1,205.47 ",1,859
20800,$63.97 ,1,777
20802,$6.28 ,1,934
20809,$32.28 ,1,856
20811,"$3,270.32 ",2,943
20816,"$4,228.72 ",2,1020
20818,"$4,230.73 ",2,1021
20825,"$3,226.34 ",2,904
20827,$11.94 ,1,886
20834,"$2,566.95 ",2,1082
20836,"$1,938.47 ",2,864
20841,"$1,938.47 ",2,875
20843,"$1,903.48 ",2,841
20850,"$2,556.94 ",2,1021
20852,"$2,546.96 ",2,989
20859,"$2,508.97 ",2,958
20861,"$2,368.06 ",3,929
20866,"$3,157.97 ",2,746
20868,$37.27 ,1,1001
20875,"$2,518.97 ",2,954
20877,"$1,120.49 ",1,834
20884,"$1,229.96 ",1,783
20886,"$2,533.97 ",2,970
20891,$589.98 ,1,942
20893,$34.98 ,1,749
20900,$78.96 ,1,826
20902,$37.27 ,1,715
20909,$69.97 ,1,995
20911,$611.96 ,1,779
20916,$119.96 ,1,927
20918,$67.49 ,1,829
20925,$67.49 ,1,846
20927,$101.94 ,1,781
20934,"$1,145.48 ",1,747
20936,"$1,134.47 ",1,735
20941,$126.28 ,1,1043
20943,$37.27 ,1,825
20950,$32.28 ,1,969
20952,$37.27 ,1,747
20959,$38.98 ,1,789
20961,$3.99 ,1,738
20966,"$1,120.49 ",1,752
20968,$34.98 ,1,903
20975,"$2,515.25 ",2,919
20977,$574.98 ,1,1077
20984,"$4,153.25 ",2,1004
20986,$7.28 ,1,817
20991,"$4,118.26 ",2,978
20993,"$4,262.04 ",2,981
20995,"$4,127.25 ",2,982
21477,$23.97 ,1,923
21479,"$1,149.47 ",1,800
21484,"$1,120.49 ",1,813
21486,"$1,155.48 ",1,823
21488,$638.95 ,1,1083
21493,$68.97 ,1,748
21495,$23.97 ,1,733
21502,$49.97 ,1,808
21504,"$1,155.48 ",1,806
21509,"$3,117.96 ",2,739
21511,$32.27 ,1,898
21513,$119.96 ,1,863
21518,$144.45 ,1,894
21520,$32.27 ,1,791
21527,"$2,294.99 ",1,735
21529,$29.99 ,1,767
21536,$78.96 ,1,834
18606,"$1,750.98 ",1,780
18607,"$1,750.98 ",1,765
18608,"$1,714.97 ",1,766
18609,"$1,785.97 ",1,776
19341,"$3,498.78 ",2,1092
19342,$31.27 ,1,969
19343,"$1,952.45 ",2,1039
19344,$186.28 ,1,1067
19358,$13.98 ,1,842
19359,"$3,478.78 ",2,1088
19360,"$3,511.76 ",2,1094
19361,"$3,478.78 ",2,1070
19374,$29.48 ,1,815
19375,$120.46 ,1,989
19376,$29.48 ,1,769
19377,$115.92 ,1,710
19378,$24.99 ,1,738
19391,$42.93 ,1,828
19392,$27.28 ,1,1048
19393,"$1,134.47 ",1,1088
19394,"$1,155.48 ",1,932
19408,"$1,129.48 ",1,1044
19409,"$1,183.47 ",1,1056
19410,"$1,120.49 ",1,1039
19411,$69.97 ,2,722
19425,$31.27 ,1,936
19426,"$1,938.47 ",2,995
19427,"$1,967.45 ",2,931
19428,"$1,878.57 ",2,1086
19441,"$1,567.46 ",2,791
19442,"$1,602.47 ",2,765
19443,"$1,863.57 ",2,1058
19444,$58.98 ,1,810
19458,"$1,957.47 ",2,931
19459,"$3,478.78 ",2,1050
19460,$29.48 ,1,1028
19461,$24.99 ,1,844
19475,"$1,394.93 ",2,1078
19476,"$4,346.42 ",3,752
19477,"$3,533.77 ",2,1065
19478,$23.78 ,1,821
19491,$6.28 ,1,711
19492,$6.28 ,1,880
19493,"$3,515.37 ",2,1060
19494,$6.28 ,1,808
19495,$38.98 ,1,922
19508,$6.28 ,1,845
19509,$43.97 ,1,789
19510,"$3,451.74 ",2,964
19511,"$3,524.36 ",2,961
19525,$80.21 ,2,727
19526,"$1,179.47 ",1,941
19527,"$1,219.45 ",1,916
19528,$78.98 ,1,874
19542,$579.97 ,1,934
19543,$133.49 ,1,974
19544,$132.97 ,1,1050
19545,"$1,179.47 ",1,1027
19558,"$6,029.57 ",2,986
19559,"$6,056.61 ",2,999
19560,"$6,117.69 ",2,990
19561,"$6,021.62 ",2,995
19809,$69.99 ,1,983
19810,$78.98 ,1,780
19811,$69.99 ,1,864
19812,$589.96 ,1,856
19826,$71.97 ,1,1053
19827,$21.98 ,1,881
19828,$21.98 ,1,864
19829,"$4,533.45 ",2,887
19842,$564.26 ,1,794
19843,$564.99 ,1,817
19844,"$5,807.93 ",2,783
19845,$639.95 ,1,811
19846,$69.99 ,1,819
19859,$69.99 ,1,956
19860,$132.97 ,1,1038
19861,$78.98 ,1,932
19862,$98.48 ,2,897
19876,$78.98 ,1,913
19877,$69.99 ,1,849
19878,$69.99 ,1,753
19879,$69.99 ,1,1032
19893,$119.98 ,1,702
19894,$69.99 ,1,945
19895,$128.97 ,1,716
19896,$69.99 ,1,1008
19909,$63.97 ,1,945
19910,"$3,188.46 ",2,815
19911,"$3,335.41 ",2,784
19912,"$3,427.39 ",2,766
19926,$39.98 ,1,999
19927,$4.99 ,1,885
19928,$4.99 ,1,972
19929,$63.97 ,1,1006
19943,"$3,112.97 ",2,785
19944,"$3,105.27 ",2,774
19945,"$3,137.97 ",2,771
19946,$86.95 ,1,990
19959,"$6,056.61 ",2,921
19960,"$6,120.11 ",2,930
19961,$97.97 ,2,753
19962,$46.75 ,2,895
19963,"$6,054.22 ",2,931
19976,$44.04 ,2,915
19977,"$6,044.59 ",2,945
19978,"$6,060.50 ",2,934
19979,"$6,090.59 ",2,922
19993,"$1,184.46 ",1,999
19994,$539.99 ,1,790
19995,$618.98 ,1,770
19996,$69.99 ,1,835
20010,$69.99 ,1,829
20011,$539.99 ,1,738
20012,$554.97 ,1,753
20013,$539.99 ,1,738
20026,"$1,212.97 ",1,955
20027,$78.98 ,1,789
20028,"$1,174.48 ",1,947
20029,"$1,129.48 ",1,971
20043,$32.28 ,1,736
20044,"$1,155.48 ",1,933
20294,$119.98 ,1,839
20295,"$1,174.48 ",1,931
20296,"$1,145.48 ",1,945
20297,"$2,466.32 ",1,1024
20310,"$1,149.47 ",1,925
20311,$119.98 ,1,774
20312,$4.99 ,1,969
20313,$94.48 ,1,759
20314,$67.93 ,1,769
20327,$69.99 ,1,957
20328,$119.98 ,1,865
20329,$69.99 ,1,799
20330,$71.95 ,1,730
20344,$119.98 ,1,1028
20345,"$2,520.83 ",1,993
20346,"$2,564.92 ",1,985
20347,"$2,443.35 ",1,985
20360,$78.98 ,1,861
20361,$69.99 ,1,1050
20362,$69.99 ,1,780
20363,$144.47 ,1,780
20364,$78.98 ,1,740
20377,"$2,443.35 ",1,948
20378,$119.98 ,1,1049
20379,$123.98 ,1,878
20380,$7.28 ,1,984
20394,"$1,158.46 ",1,911
20395,"$1,179.97 ",1,900
20396,$69.99 ,1,820
20397,$78.48 ,1,806
20411,$69.47 ,1,961
20412,"$2,528.33 ",1,970
20413,$49.97 ,1,1013
20414,$78.48 ,1,811
20427,"$5,314.25 ",2,864
20428,$29.99 ,1,713
20429,"$5,377.75 ",2,855
20430,"$6,056.61 ",2,888
20444,"$6,085.59 ",2,891
20445,"$6,078.71 ",2,891
20446,"$6,029.57 ",2,896
20447,"$6,035.60 ",2,888
20461,"$2,492.32 ",1,943
20462,"$2,512.32 ",1,935
20463,"$1,147.77 ",1,895
20464,$22.93 ,1,921
20477,$68.97 ,1,907
20478,$96.46 ,1,963
21538,"$2,369.96 ",1,741
21543,$37.27 ,1,886
21545,"$1,631.46 ",2,910
21552,"$4,624.91 ",2,832
21554,$74.98 ,1,858
21561,"$4,947.78 ",2,854
21563,$39.99 ,1,1035
21568,"$4,659.80 ",2,794
21570,"$4,705.48 ",2,795
21577,$39.98 ,1,758
21579,$14.98 ,1,941
21586,"$1,120.49 ",1,799
21588,"$1,174.48 ",1,781
21593,"$1,155.48 ",1,785
21595,"$2,649.56 ",2,964
21602,$548.98 ,1,1059
21604,"$1,179.97 ",1,777
21611,$617.47 ,1,1040
21613,"$2,610.58 ",2,925
21618,"$2,611.07 ",2,1063
21620,"$2,620.40 ",2,917
21627,$17.27 ,1,919
21629,"$2,624.08 ",2,802
21636,$14.98 ,1,889
21638,"$1,170.48 ",1,784
21643,"$1,170.48 ",1,766
21645,"$1,183.47 ",1,779
21652,"$2,646.06 ",2,1065
21654,$603.96 ,1,1020
21661,$58.98 ,1,917
21663,$39.98 ,1,864
21668,"$2,518.97 ",2,923
21670,$147.77 ,1,841
21677,$21.49 ,1,793
21679,"$1,700.99 ",1,901
21686,$9.99 ,1,895
21688,$14.98 ,1,1024
21693,$44.98 ,1,944
21695,"$1,169.46 ",1,764
21702,$91.94 ,2,821
21704,"$1,151.76 ",1,779
22188,"$1,179.97 ",1,741
22195,"$4,909.67 ",2,758
22197,"$4,740.98 ",2,757
22204,$42.28 ,1,899
22206,$201.28 ,1,871
22211,$37.27 ,1,960
22213,$59.27 ,1,1037
22215,$78.96 ,1,991
22220,"$1,179.97 ",1,735
22222,$94.46 ,1,742
22229,"$1,147.77 ",1,757
22231,$608.96 ,1,945
22236,"$1,179.97 ",1,734
22238,"$1,155.48 ",1,734
22240,$32.28 ,1,940
22245,"$1,188.46 ",1,753
22247,"$5,978.61 ",2,900
22254,$553.97 ,1,1082
22256,$570.47 ,1,943
22263,$34.98 ,1,708
22265,$21.98 ,1,1026
22270,$608.96 ,1,937
22272,$571.72 ,1,923
22279,$29.99 ,1,757
22281,$539.99 ,1,1049
22288,$561.48 ,1,1057
22290,$600.46 ,1,939
22295,$600.46 ,1,921
22297,$600.46 ,1,928
22304,$37.27 ,1,892
22306,$561.48 ,1,970
22313,"$1,735.98 ",1,880
22315,$39.98 ,1,799
22320,"$1,735.98 ",1,877
22322,$600.46 ,1,972
22329,$574.98 ,1,1040
22331,$14.98 ,1,715
22338,$68.97 ,1,1062
22340,$14.98 ,1,850
22345,$73.97 ,1,1047
22347,$49.97 ,1,834
22354,$39.98 ,1,908
22356,$49.97 ,1,704
22363,$56.97 ,1,918
22365,$32.28 ,1,1057
22370,$160.23 ,1,735
22372,$574.98 ,1,1029
22379,$27.77 ,1,792
22381,$29.48 ,1,957
22388,$68.49 ,1,1011
22390,$29.48 ,1,901
22395,$571.72 ,1,944
22397,$27.77 ,1,947
22404,"$2,983.34 ",2,944
22406,"$3,018.33 ",2,939
22413,$23.78 ,1,738
22415,$615.47 ,1,1088
22420,$23.78 ,1,946
22422,"$1,735.98 ",1,834
22906,"$4,624.91 ",2,761
22908,"$4,661.50 ",2,755
22913,"$4,684.39 ",2,756
22915,$13.98 ,1,917
22922,$68.97 ,1,887
22924,$90.95 ,1,1053
22931,"$3,882.55 ",2,1076
22933,"$3,917.54 ",2,757
22938,"$4,173.32 ",2,750
22940,"$4,207.32 ",2,1090
22942,"$3,971.53 ",2,759
22947,$75.97 ,1,1033
22949,$71.97 ,1,987
22956,$64.47 ,1,802
22958,"$4,208.31 ",2,739
22963,$58.98 ,1,1013
22965,$7.28 ,1,831
22967,$69.97 ,1,859
22972,$539.99 ,1,947
22974,$7.28 ,1,1013
22981,$91.95 ,1,749
22983,$7.28 ,1,893
22988,"$4,194.33 ",2,755
22990,$29.99 ,1,981
22992,$607.96 ,1,961
22997,$607.96 ,1,865
22999,$553.97 ,1,882
23006,$39.47 ,1,792
23008,$59.98 ,1,959
23015,$563.77 ,1,870
23017,$563.77 ,1,870
23022,$7.28 ,1,951
23024,$106.95 ,1,962
23031,$69.97 ,1,867
23033,$588.96 ,1,865
23040,$565.47 ,1,951
23042,$589.96 ,1,871
23047,$553.97 ,1,872
23049,$34.98 ,1,1034
23056,$599.47 ,1,867
23058,$588.96 ,1,883
23065,$69.97 ,1,920
23067,$84.97 ,1,944
23072,$37.27 ,1,984
23074,"$6,021.82 ",2,755
23081,$608.96 ,1,880
23083,$49.90 ,1,879
23090,$37.27 ,1,861
23092,$29.99 ,1,919
23097,"$2,770.52 ",2,884
23099,"$2,983.34 ",2,900
23106,"$3,956.01 ",2,988
23108,$32.28 ,1,869
23115,$34.98 ,1,1034
23117,"$3,931.52 ",2,985
23122,$13.98 ,1,884
23124,$29.99 ,1,717
23131,$29.99 ,1,821
23133,$69.97 ,1,852
23615,$32.28 ,1,821
23617,$34.98 ,1,754
23624,$62.97 ,1,952
23626,$38.98 ,1,890
23633,$38.98 ,1,767
23635,"$2,452.34 ",1,1060
23640,"$3,936.54 ",2,882
23642,$13.98 ,1,712
23649,"$3,945.53 ",2,857
23651,"$3,917.54 ",2,874
23658,"$3,936.54 ",2,825
20479,$85.48 ,1,810
20480,"$1,155.48 ",1,897
20481,"$1,170.48 ",1,887
20494,$14.98 ,1,1032
20495,"$2,482.23 ",1,926
20496,"$2,478.34 ",1,892
20497,$69.99 ,1,1036
20511,$14.98 ,1,773
20512,$9.99 ,1,1010
20513,$74.46 ,1,1007
20514,$49.97 ,1,827
20997,"$2,744.52 ",2,999
20998,"$2,806.51 ",2,981
20999,"$2,735.53 ",2,990
21012,"$2,497.96 ",2,929
21013,$548.98 ,1,1068
21014,$607.96 ,1,1079
21015,"$1,957.47 ",2,780
21029,"$1,934.75 ",2,783
21030,$539.99 ,1,1054
21031,$597.95 ,1,1050
21032,$4.99 ,1,779
21046,$34.98 ,1,867
21047,"$1,155.48 ",1,788
21048,$578.46 ,1,1047
21049,$32.28 ,1,898
21062,$563.77 ,1,1023
21063,$60.47 ,1,984
21064,$553.97 ,1,1016
21065,"$1,549.11 ",2,749
21066,$131.44 ,1,713
21079,$37.27 ,1,891
21080,$110.46 ,1,720
21081,$21.49 ,1,761
21082,$98.96 ,1,892
21096,$13.98 ,1,796
21097,$29.48 ,1,864
21098,$69.46 ,1,881
21099,$21.49 ,1,962
21113,$23.78 ,1,728
21114,$4.99 ,1,1008
21115,$4.99 ,1,984
21116,$78.96 ,1,794
21129,$48.97 ,1,743
21130,"$2,483.98 ",2,931
21131,$39.98 ,1,918
21132,$21.49 ,1,939
21146,"$1,155.48 ",1,847
21147,"$1,179.97 ",1,828
21148,"$3,223.58 ",2,754
21149,"$1,183.47 ",1,839
21163,$72.93 ,1,702
21164,$68.97 ,1,876
21165,"$4,673.88 ",2,875
21166,"$4,909.67 ",2,874
21179,"$4,935.67 ",2,873
21180,"$3,882.55 ",2,878
21181,$32.28 ,1,838
21182,$32.28 ,1,756
21183,"$4,657.51 ",2,869
21196,$34.98 ,1,857
21197,"$3,917.54 ",2,844
21198,$69.97 ,1,821
21199,"$4,144.34 ",2,836
21213,$64.26 ,1,796
21214,"$4,659.90 ",2,848
21215,"$4,624.91 ",2,837
21216,"$4,935.67 ",2,849
21230,"$4,171.62 ",2,831
21231,"$3,936.54 ",2,802
21232,$39.98 ,1,742
21233,$119.98 ,1,1001
21714,$64.97 ,1,728
21715,$14.98 ,1,1052
21716,$14.98 ,1,843
21717,$44.98 ,1,702
21731,$14.98 ,1,741
21732,$83.47 ,1,808
21733,$14.98 ,1,746
21734,$14.98 ,1,724
21748,$600.46 ,1,1032
21749,"$1,155.48 ",1,767
21750,$68.97 ,1,1003
21751,$49.97 ,1,860
21764,$7.28 ,1,1012
21765,$78.48 ,1,936
21766,$539.99 ,1,1026
21767,$124.45 ,1,880
21781,"$1,174.48 ",1,787
21782,$49.97 ,1,977
21783,$49.97 ,1,1039
21784,$49.97 ,1,961
21798,"$1,174.48 ",1,780
21799,$23.97 ,1,884
21800,$64.97 ,1,848
21801,$44.98 ,1,878
21814,$14.98 ,1,904
21815,$64.47 ,1,1000
21816,$83.47 ,1,913
21817,$791.47 ,1,796
21818,$191.28 ,1,973
21831,$34.98 ,1,816
21832,$39.98 ,1,715
21833,"$2,294.99 ",1,752
21834,$58.98 ,1,820
21848,$564.99 ,1,929
21849,$39.98 ,1,1014
21850,$4.99 ,1,829
21851,$4.99 ,1,1011
21865,$148.98 ,1,945
21866,$4.99 ,1,799
21867,$13.98 ,1,843
21868,$4.99 ,1,1059
21881,$128.97 ,1,834
21882,"$4,886.70 ",2,799
21883,$42.28 ,1,1062
21884,$74.98 ,1,816
21898,$74.98 ,1,789
21899,"$4,663.79 ",2,813
21900,$69.97 ,1,942
21901,$14.98 ,1,728
21915,$570.47 ,1,1025
21916,$39.98 ,1,869
21917,$69.97 ,1,941
21918,$68.97 ,1,1065
21931,"$1,120.49 ",1,749
21932,"$1,158.46 ",1,744
21933,$49.97 ,1,768
21934,$9.99 ,1,864
21935,$39.47 ,1,728
21948,"$4,886.70 ",2,788
22433,"$1,764.96 ",1,853
22434,"$1,735.98 ",1,804
22435,$23.78 ,1,958
22436,$607.96 ,1,1080
22450,$799.48 ,1,793
22451,"$1,709.98 ",1,834
22452,"$1,735.98 ",1,854
22453,$39.98 ,1,775
22466,$548.98 ,1,914
22467,"$1,732.26 ",1,806
22468,"$1,700.99 ",1,775
22469,$563.77 ,1,1021
22483,$110.46 ,1,757
22484,$589.96 ,1,884
22485,$23.78 ,1,801
22486,$588.96 ,1,1015
22500,"$2,481.82 ",1,960
22501,"$2,566.80 ",1,925
22502,"$1,735.98 ",1,854
22503,"$1,775.47 ",1,843
22516,$4.99 ,1,931
22517,$562.96 ,1,986
22518,"$1,735.98 ",1,776
22519,$921.77 ,1,791
22520,"$1,775.47 ",1,808
22533,$29.48 ,1,764
22534,$25.48 ,1,742
22535,"$1,750.98 ",1,775
22536,"$1,775.47 ",1,774
22550,$29.48 ,1,866
22551,$67.49 ,1,793
22552,$21.49 ,1,916
22553,$48.97 ,1,908
22567,$23.78 ,1,935
22568,$3.99 ,1,897
22569,$48.97 ,1,1017
22570,"$1,735.98 ",1,790
22583,"$2,821.51 ",2,901
22584,$33.98 ,1,918
23660,"$3,917.54 ",2,840
23665,"$4,207.32 ",2,806
23667,"$2,398.05 ",1,739
23669,$29.99 ,1,742
23674,$69.97 ,1,739
23676,$4.99 ,1,1039
23683,$553.97 ,1,821
23685,$29.99 ,1,848
23690,$38.98 ,1,1063
23692,$42.93 ,1,904
23694,$69.97 ,1,914
23699,"$1,274.33 ",1,881
23701,$588.96 ,1,823
23708,$574.98 ,1,778
23710,$29.99 ,1,867
23715,$539.99 ,1,774
23717,$29.99 ,1,949
23719,$39.98 ,1,717
23724,$588.96 ,1,774
23726,$562.96 ,1,797
23733,$567.76 ,1,814
23735,$34.98 ,1,1034
23742,$615.47 ,1,815
23744,$567.76 ,1,801
23749,$77.96 ,1,833
23751,"$1,155.48 ",1,1025
23758,"$1,754.98 ",1,1050
23760,"$1,183.47 ",1,991
23767,$13.98 ,1,713
23769,$29.48 ,1,1022
23774,"$1,234.45 ",1,1000
23776,"$2,478.34 ",1,1019
23783,$58.98 ,1,1033
23785,$37.27 ,1,1061
23792,$32.60 ,1,898
23794,"$1,249.84 ",1,820
23799,"$1,228.83 ",1,749
23801,$82.59 ,1,1049
23808,$29.99 ,1,924
23810,$32.28 ,1,953
23817,$29.99 ,1,922
23819,"$4,802.11 ",2,902
23824,$69.97 ,1,1058
23826,$32.28 ,1,994
23833,$722.77 ,1,764
23835,$603.96 ,1,785
23842,"$4,828.11 ",2,834
23844,$563.77 ,1,767
23849,$600.46 ,1,782
23851,$539.99 ,1,789
24335,$574.98 ,1,757
24337,$600.46 ,1,745
24342,"$4,828.11 ",2,750
24344,"$4,329.61 ",2,1038
24351,"$2,393.06 ",1,999
24353,"$2,398.05 ",1,970
24360,"$3,626.82 ",2,968
24362,"$3,600.77 ",2,973
24367,"$4,179.33 ",2,778
24369,$4.99 ,1,794
24376,$4.99 ,1,754
24378,"$4,173.32 ",2,767
24385,$562.96 ,1,739
24387,$539.99 ,1,736
24392,"$4,329.61 ",2,993
24394,$36.59 ,1,913
24396,$38.88 ,1,979
24401,$45.58 ,1,884
24403,"$2,393.06 ",1,1089
24410,$193.89 ,1,783
24412,$38.88 ,1,969
24417,"$2,467.02 ",1,1087
24419,$71.58 ,1,978
24421,"$2,447.05 ",1,1069
24426,$71.58 ,1,801
24428,$152.60 ,1,772
24435,$46.83 ,1,987
24437,"$2,427.04 ",1,1043
24442,$82.59 ,1,858
24444,"$2,443.55 ",1,938
24446,"$2,447.05 ",1,928
24451,$38.88 ,1,992
24453,$60.47 ,1,803
24460,"$3,302.05 ",2,944
24462,"$3,617.83 ",2,943
24469,$64.47 ,1,1048
24471,$4.99 ,1,1004
24476,"$3,563.84 ",2,945
24478,"$3,337.04 ",2,888
24485,"$3,356.04 ",2,900
24487,$4.99 ,1,860
24494,$9.99 ,1,1064
24496,"$4,349.61 ",2,940
24501,"$3,578.27 ",1,1465
24503,"$3,617.83 ",2,884
24510,$61.08 ,1,819
24512,$32.60 ,1,901
24519,$38.88 ,1,816
24521,"$2,419.06 ",1,1048
24526,"$2,419.06 ",1,1039
24528,"$2,420.34 ",1,1060
24535,$3.99 ,1,900
24537,"$2,511.32 ",1,1035
24544,$6.28 ,1,1028
24546,$37.27 ,1,990
24551,$142.45 ,1,1039
24553,$3.99 ,1,738
24560,"$2,404.97 ",1,741
24562,$3.99 ,1,819
25044,$36.59 ,1,955
25046,"$2,181.56 ",1,1459
25053,"$2,183.91 ",2,943
25055,$7.28 ,1,832
25062,$13.98 ,1,993
25064,"$2,447.05 ",1,972
25069,$71.58 ,1,920
25071,$38.88 ,1,718
25078,"$2,473.04 ",1,758
25080,"$2,433.04 ",1,966
25087,"$1,249.84 ",1,1073
25089,$34.89 ,1,831
25094,"$2,443.35 ",1,1449
25096,"$1,236.78 ",1,1052
25103,$90.58 ,1,879
25105,"$2,433.04 ",1,971
25112,"$2,155.92 ",2,861
25114,"$2,155.92 ",2,867
25119,"$2,148.21 ",2,926
25121,"$2,155.92 ",2,925
25123,$39.98 ,1,841
25128,$60.47 ,1,859
25130,$7.28 ,1,966
25137,$7.28 ,1,709
25139,$60.47 ,1,804
25144,$25.48 ,1,835
25146,"$1,223.84 ",1,1064
25148,"$1,249.84 ",1,1036
25153,$96.07 ,1,820
25155,"$2,419.06 ",1,946
25162,"$2,384.07 ",1,961
25164,$34.89 ,1,957
25169,"$2,384.07 ",1,953
25171,$36.59 ,1,979
25173,$36.96 ,1,926
25178,$36.59 ,1,725
25180,"$2,447.05 ",1,954
25187,$71.58 ,1,709
25189,$152.60 ,1,729
25196,$54.98 ,1,785
25198,"$1,249.84 ",1,1015
25203,"$1,223.84 ",1,1023
25205,$32.27 ,1,791
25212,$27.77 ,1,776
25214,"$2,149.91 ",2,891
25221,"$2,143.90 ",2,882
25223,$102.96 ,1,1009
25228,"$2,120.93 ",2,884
25230,$80.96 ,1,962
25237,$118.46 ,1,713
25239,$7.28 ,1,825
25246,$27.77 ,1,782
25248,$39.98 ,1,770
25253,$73.96 ,1,1017
25255,$32.60 ,1,876
25262,$35.72 ,1,748
25264,$80.57 ,1,800
25271,"$1,854.58 ",2,855
25273,"$1,898.07 ",2,866
25278,$36.59 ,1,820
25280,$38.88 ,1,738
22585,$553.97 ,1,947
22586,"$1,739.46 ",1,765
22600,"$1,735.98 ",1,745
22601,$565.47 ,1,861
22602,"$1,754.98 ",1,754
22603,$561.48 ,1,856
22617,$806.76 ,1,745
22618,"$1,700.99 ",1,755
22619,$819.48 ,1,749
22620,$573.98 ,1,1055
22633,$564.99 ,1,967
22634,"$1,775.47 ",1,738
22635,"$1,728.27 ",1,751
22636,"$1,700.99 ",1,738
22637,"$1,714.97 ",1,756
22650,$574.98 ,1,937
22651,$574.98 ,1,830
22652,$553.97 ,1,926
22653,"$1,188.46 ",1,1053
23151,$607.96 ,1,925
23152,$37.27 ,1,785
23153,$34.98 ,1,1015
23154,$563.77 ,1,930
23155,$608.96 ,1,934
23168,$539.99 ,1,850
23169,$685.47 ,1,830
23170,$574.98 ,1,849
23171,$123.96 ,1,968
23185,$638.95 ,1,828
23186,$548.98 ,1,824
23187,$574.98 ,1,834
23188,$119.96 ,1,1038
23202,$32.28 ,1,787
23203,$69.97 ,1,798
23204,$562.96 ,1,887
23205,$69.97 ,1,966
23218,$38.98 ,1,746
23219,$39.98 ,1,981
23220,"$1,174.48 ",1,1010
23221,$38.98 ,1,901
23235,$39.98 ,1,1060
23236,$7.28 ,1,855
23237,$68.97 ,1,1042
23238,$617.47 ,1,906
23252,$14.98 ,1,1047
23253,$39.98 ,1,905
23254,$9.99 ,1,1041
23255,$39.98 ,1,1042
23268,$567.76 ,1,893
23269,$574.98 ,1,887
23270,$617.47 ,1,881
23271,$49.97 ,1,875
23272,$39.47 ,1,1014
23285,$69.97 ,1,713
23286,$29.99 ,1,897
23287,$608.96 ,1,882
23288,$38.98 ,1,881
23302,$553.97 ,1,865
23303,$37.27 ,1,798
23304,$37.27 ,1,823
23305,$7.28 ,1,971
23319,$574.98 ,1,810
23320,"$2,730.54 ",2,904
23321,"$3,060.82 ",2,899
23322,"$3,042.82 ",2,886
23335,$32.28 ,1,803
23336,$32.28 ,1,1024
23337,$29.99 ,1,824
23338,$567.76 ,1,866
23352,$539.99 ,1,866
23353,$45.22 ,1,822
23354,$69.97 ,1,1036
23355,$603.49 ,1,876
23369,$608.96 ,1,842
23370,$563.77 ,1,823
23371,$564.48 ,1,847
23372,$553.97 ,1,852
23853,$588.96 ,1,774
23854,$583.97 ,1,781
23855,$624.46 ,1,771
23856,$603.49 ,1,790
23857,$600.46 ,1,777
23870,$624.95 ,1,740
23871,$673.97 ,1,751
23872,$556.26 ,1,742
23873,$628.97 ,1,754
23887,$548.98 ,1,758
23888,$34.98 ,1,1030
23889,$69.97 ,1,739
23890,$32.28 ,1,858
23904,"$1,198.97 ",1,986
23905,$574.98 ,1,863
23906,"$2,443.35 ",1,995
23907,"$1,120.49 ",1,970
23920,"$1,735.98 ",1,986
23921,"$2,465.28 ",1,994
23922,"$2,466.32 ",1,976
23923,"$1,174.48 ",1,928
23937,$38.98 ,1,1045
23938,"$1,120.49 ",1,933
23939,"$1,709.98 ",1,999
23940,"$1,120.49 ",1,923
23954,"$1,178.45 ",1,997
23955,$44.22 ,1,743
23956,$67.49 ,1,903
23957,$38.98 ,1,795
